symbol,ref_count,example1,example2,example3
plate_darkp,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1385,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2637,
PLBIG,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3557,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3571,
PLOT_CONSTANTS,2,/Users/j.harris/code/cruisin-usa/INFIN.ASM:445,/Users/j.harris/code/cruisin-usa/INFIN.ASM:491,
PLOTPOLYLP1,2,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:1348,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:1467,
PLOTPOLYLP1_1,2,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2265,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2389,
PLSPIN1,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3550,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3555,
PLSPIN2,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3561,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3564,
PLTGPOLL_2,2,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2559,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2656,
PLTGPOLYLP1_2,2,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2562,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2662,
PLTGPOLYLP_2,2,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2551,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2558,
PLTGWT_2,2,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2577,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2582,
PLTLP1,2,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2152,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2211,
PLTLP1_2,2,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2481,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2536,
PLTPOLL,2,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2119,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2205,
PLTPOLL_2,2,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2448,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2532,
PLTPOLYLP,2,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2111,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2118,
PLTPOLYLP1,2,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2122,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2214,
PLTPOLYLP1_2,2,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2451,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2539,
PLTPOLYLP_2,2,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2440,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2447,
PLTWT,2,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2132,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2137,
PLTWT_2,2,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2461,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:2466,
PLYR_ENTER,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:262,/Users/j.harris/code/cruisin-usa/PLYR.ASM:427,
PLYR_INTRO_JOIN,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:424,/Users/j.harris/code/cruisin-usa/PLYR.ASM:571,
PLYRCLOSE,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:1359,/Users/j.harris/code/cruisin-usa/RACER.ASM:1366,
PLYRDEBRIS,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1106,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1135,
PLYRDRAFT,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:30,/Users/j.harris/code/cruisin-usa/RACER.EQU:14,
PLYRSIGN,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1105,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1143,
PLYRSND1A,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:3195,/Users/j.harris/code/cruisin-usa/PLYR.ASM:3205,
PLYRSPD,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:655,/Users/j.harris/code/cruisin-usa/PLYR.ASM:662,
PLYRSPD0,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:677,/Users/j.harris/code/cruisin-usa/PLYR.ASM:700,
PLYS1,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1027,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1029,
PLYSTAT,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:50,/Users/j.harris/code/cruisin-usa/GLOBALS.EQU:514,
PNTCKL0,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3964,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3980,
PNTCKL1,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3989,/Users/j.harris/code/cruisin-usa/COLLA.ASM:4005,
PNTNXT0,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3975,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3978,
PNTNXT1,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:4000,/Users/j.harris/code/cruisin-usa/COLLA.ASM:4003,
POLYPOLY_ENTER,2,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:678,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:830,
POOCL,2,/Users/j.harris/code/cruisin-usa/MEMTEST.ASM:559,/Users/j.harris/code/cruisin-usa/MEMTEST.ASM:584,
PORX,2,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:1791,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:1796,
POS,2,/Users/j.harris/code/cruisin-usa/RACER.EQU:28,/Users/j.harris/code/cruisin-usa/RACER.EQU:29,
POS_TABLE,2,/Users/j.harris/code/cruisin-usa/HUD.ASM:453,/Users/j.harris/code/cruisin-usa/HUD.ASM:454,
POSBX,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1729,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1732,
POSTERMATRIX2D,2,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:82,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:112,
POSTN,2,/Users/j.harris/code/cruisin-usa/CMOS.ASM:668,/Users/j.harris/code/cruisin-usa/CMOS.ASM:670,
POWERX,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:1101,/Users/j.harris/code/cruisin-usa/RACER.ASM:1112,
PR0,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:882,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:916,
PR0A2,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:871,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:875,
PR1A,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:942,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:967,
PR1A1,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:925,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:927,
PR1A2,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:931,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:933,
PR1A3,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:937,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:939,
PR1ZZZ,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:946,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:978,
PR2,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:980,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1010,
PR2A2,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1167,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1178,
PR2AA,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1029,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1085,
PR3,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1246,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1325,
PR3A,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1271,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1279,
PR3DA,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2551,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2554,
PR3DFS,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2546,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2560,
PR3DLOOP,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2566,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2608,
PR3DNEXT,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2572,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2605,
PR3DX,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2569,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2609,
PR4A,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1365,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1381,
PRA0,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:792,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:798,
PRA1,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:838,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:843,
PRA2,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:837,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:844,
PRAJHFS,2,/Users/j.harris/code/cruisin-usa/TRACKSEL.ASM:280,/Users/j.harris/code/cruisin-usa/TRACKSEL.ASM:289,
PRAPA,2,/Users/j.harris/code/cruisin-usa/TRACKSEL.ASM:276,/Users/j.harris/code/cruisin-usa/TRACKSEL.ASM:281,
PRCSTR,2,/Users/j.harris/code/cruisin-usa/MPROC.ASM:30,/Users/j.harris/code/cruisin-usa/MPROC.ASM:35,
PRECEDING,2,/Users/j.harris/code/cruisin-usa/TEXT.EQU:39,/Users/j.harris/code/cruisin-usa/TEXT.EQU:40,
press_grp,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:192,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2736,
PRESSCODEX2,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1404,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1419,
PRINT_TOSTART,2,/Users/j.harris/code/cruisin-usa/COIN.ASM:1054,/Users/j.harris/code/cruisin-usa/COIN.ASM:1071,
PRINT_VALUEX,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:3427,/Users/j.harris/code/cruisin-usa/DIAG.ASM:3429,
PRINTER_LOG,2,/Users/j.harris/code/cruisin-usa/MACS.EQU:624,/Users/j.harris/code/cruisin-usa/MPROC.ASM:26,
PRIOK,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1357,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1372,
PRIOKP,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1309,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1324,
PROC_FOLLOW_X,2,/Users/j.harris/code/cruisin-usa/MPROC.ASM:610,/Users/j.harris/code/cruisin-usa/MPROC.ASM:621,
PRR_X,2,/Users/j.harris/code/cruisin-usa/DRONES.ASM:1382,/Users/j.harris/code/cruisin-usa/DRONES.ASM:1385,
PS_SKIPMENU,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2027,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2069,
PSBUSTAB,2,/Users/j.harris/code/cruisin-usa/WAVE.ASM:668,/Users/j.harris/code/cruisin-usa/WAVE.ASM:852,
PSCI,2,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3377,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3498,
PSLP1,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2109,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2113,
PSLP1_CHECK,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2112,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2117,
PSLPX,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2072,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2155,
PSND0,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:3148,/Users/j.harris/code/cruisin-usa/PLYR.ASM:3151,
PSND1,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:3144,/Users/j.harris/code/cruisin-usa/PLYR.ASM:3166,
PSND2,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:3165,/Users/j.harris/code/cruisin-usa/PLYR.ASM:3170,
PSORTNXT,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:851,/Users/j.harris/code/cruisin-usa/OBJ.ASM:861,
PSORTX,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:883,/Users/j.harris/code/cruisin-usa/OBJ.ASM:931,
PSRT1L,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:894,/Users/j.harris/code/cruisin-usa/OBJ.ASM:923,
PSRT2,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:912,/Users/j.harris/code/cruisin-usa/OBJ.ASM:915,
PSRT2A,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:910,/Users/j.harris/code/cruisin-usa/OBJ.ASM:914,
PSTAB,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:3381,/Users/j.harris/code/cruisin-usa/DIAG.ASM:3383,
ptruckg,2,/Users/j.harris/code/cruisin-usa/WAVE.ASM:803,/Users/j.harris/code/cruisin-usa/WAVE.ASM:929,
PULLP,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:722,/Users/j.harris/code/cruisin-usa/OBJ.ASM:729,
PULOBJ_X,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:726,/Users/j.harris/code/cruisin-usa/OBJ.ASM:738,
PXXX,2,/Users/j.harris/code/cruisin-usa/PALL.ASM:620,/Users/j.harris/code/cruisin-usa/PALL.ASM:631,
R,2,/Users/j.harris/code/cruisin-usa/MACS.EQU:376,/Users/j.harris/code/cruisin-usa/MACS.EQU:377,
RACE_ON,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:344,/Users/j.harris/code/cruisin-usa/RACER.ASM:350,
RACEDONE,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:575,/Users/j.harris/code/cruisin-usa/RACER.ASM:577,
RACER_DRONE_INITTAB,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:32,/Users/j.harris/code/cruisin-usa/RACER.ASM:33,
RACER_SLP,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:348,/Users/j.harris/code/cruisin-usa/RACER.ASM:543,
RACFIN1,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:557,/Users/j.harris/code/cruisin-usa/RACER.ASM:569,
RADAR_X,2,/Users/j.harris/code/cruisin-usa/MAP.ASM:1291,/Users/j.harris/code/cruisin-usa/MAP.ASM:1553,
RAMPDOWNTRAINSND_DEATH,2,/Users/j.harris/code/cruisin-usa/RROAD.ASM:390,/Users/j.harris/code/cruisin-usa/RROAD.ASM:403,
RAMPDOWNTRAINSND_LP,2,/Users/j.harris/code/cruisin-usa/RROAD.ASM:387,/Users/j.harris/code/cruisin-usa/RROAD.ASM:401,
RAMTST0,2,/Users/j.harris/code/cruisin-usa/MEMTEST.ASM:939,/Users/j.harris/code/cruisin-usa/MEMTEST.ASM:1004,
RAMTST1,2,/Users/j.harris/code/cruisin-usa/MEMTEST.ASM:945,/Users/j.harris/code/cruisin-usa/MEMTEST.ASM:954,
RAMTST3,2,/Users/j.harris/code/cruisin-usa/MEMTEST.ASM:977,/Users/j.harris/code/cruisin-usa/MEMTEST.ASM:997,
RANDPX,2,/Users/j.harris/code/cruisin-usa/UTIL.ASM:425,/Users/j.harris/code/cruisin-usa/UTIL.ASM:427,
RAWLOCS,2,/Users/j.harris/code/cruisin-usa/PALL.ASM:24,/Users/j.harris/code/cruisin-usa/PALL.ASM:35,
RAWPEX,2,/Users/j.harris/code/cruisin-usa/PALL.ASM:436,/Users/j.harris/code/cruisin-usa/PALL.ASM:460,
RAWPL,2,/Users/j.harris/code/cruisin-usa/PALL.ASM:428,/Users/j.harris/code/cruisin-usa/PALL.ASM:438,
RBMCX,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2998,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:3003,
RBMGAME,2,/Users/j.harris/code/cruisin-usa/SND.ASM:103,/Users/j.harris/code/cruisin-usa/SND.ASM:105,
RCMT,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:3259,/Users/j.harris/code/cruisin-usa/DIAG.ASM:3263,
RDBRAKE,2,/Users/j.harris/code/cruisin-usa/CUSA.ASM:1173,/Users/j.harris/code/cruisin-usa/CUSA.ASM:1214,
RDFOOT,2,/Users/j.harris/code/cruisin-usa/CUSA.ASM:1114,/Users/j.harris/code/cruisin-usa/CUSA.ASM:1171,
RDL,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:602,/Users/j.harris/code/cruisin-usa/RACER.ASM:615,
RDLP,2,/Users/j.harris/code/cruisin-usa/INTRO.ASM:1579,/Users/j.harris/code/cruisin-usa/INTRO.ASM:1585,
RDSCNX,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:499,/Users/j.harris/code/cruisin-usa/COLLA.ASM:596,
RDT1,2,/Users/j.harris/code/cruisin-usa/RROAD.ASM:395,/Users/j.harris/code/cruisin-usa/RROAD.ASM:398,
RDTX,2,/Users/j.harris/code/cruisin-usa/RROAD.ASM:397,/Users/j.harris/code/cruisin-usa/RROAD.ASM:406,
reg,2,/Users/j.harris/code/cruisin-usa/MPROC.EQU:115,/Users/j.harris/code/cruisin-usa/MPROC.EQU:124,
REGADD,2,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:1039,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:1047,
REGDOIT,2,/Users/j.harris/code/cruisin-usa/PALL.ASM:171,/Users/j.harris/code/cruisin-usa/PALL.ASM:175,
REGLP0,2,/Users/j.harris/code/cruisin-usa/TEXT.ASM:739,/Users/j.harris/code/cruisin-usa/TEXT.ASM:742,
REGLP1,2,/Users/j.harris/code/cruisin-usa/TEXT.ASM:757,/Users/j.harris/code/cruisin-usa/TEXT.ASM:760,
REGLP2,2,/Users/j.harris/code/cruisin-usa/TEXT.ASM:776,/Users/j.harris/code/cruisin-usa/TEXT.ASM:780,
REGLPa,2,/Users/j.harris/code/cruisin-usa/TEXT.ASM:905,/Users/j.harris/code/cruisin-usa/TEXT.ASM:908,
REGPLP0,2,/Users/j.harris/code/cruisin-usa/TEXT.ASM:691,/Users/j.harris/code/cruisin-usa/TEXT.ASM:695,
REGSPIN,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1840,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1858,
REGULAR1,2,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:706,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:718,
REL,2,/Users/j.harris/code/cruisin-usa/RACER.EQU:28,/Users/j.harris/code/cruisin-usa/RACER.EQU:32,
RESCAN0,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1262,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1270,
RESCAN1,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1261,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1279,
RESET_DAILY_CMOS,2,/Users/j.harris/code/cruisin-usa/CMOS.EQU:346,/Users/j.harris/code/cruisin-usa/GLOBALS.EQU:92,
RETSN,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:3463,/Users/j.harris/code/cruisin-usa/PLYR.ASM:3468,
returnc,2,/Users/j.harris/code/cruisin-usa/ROUTS.ASM:537,/Users/j.harris/code/cruisin-usa/ROUTS.ASM:568,
RETURNTOPLYR,2,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3566,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3624,
REV1,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1486,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1508,
REV3,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1504,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1513,
REV4,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1556,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1563,
REV5,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1577,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1579,
RGBTAB_CP,2,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3755,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3757,
RHOISHIT_SLP,2,/Users/j.harris/code/cruisin-usa/RHO.ASM:729,/Users/j.harris/code/cruisin-usa/RHO.ASM:768,
RHOLL1,2,/Users/j.harris/code/cruisin-usa/RHO.ASM:263,/Users/j.harris/code/cruisin-usa/RHO.ASM:273,
RHOPSL,2,/Users/j.harris/code/cruisin-usa/DRONES.ASM:373,/Users/j.harris/code/cruisin-usa/DRONES.ASM:386,
RIDE_RIGHT_JOININ,2,/Users/j.harris/code/cruisin-usa/DRONES.ASM:1324,/Users/j.harris/code/cruisin-usa/DRONES.ASM:1340,
RK1,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2622,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2627,
RKFP,2,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:169,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:175,
RLL,2,/Users/j.harris/code/cruisin-usa/INTRO.ASM:2229,/Users/j.harris/code/cruisin-usa/INTRO.ASM:2279,
ROADKILL_TAB,2,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:24,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:36,
ROADOBSTAB,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:1323,/Users/j.harris/code/cruisin-usa/RACER.ASM:1324,
ROADTRAK1,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:445,/Users/j.harris/code/cruisin-usa/RACER.ASM:447,
ROUNDERLP,2,/Users/j.harris/code/cruisin-usa/INTRO.ASM:2225,/Users/j.harris/code/cruisin-usa/INTRO.ASM:2284,
RPASS1,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:1901,/Users/j.harris/code/cruisin-usa/RACER.ASM:1907,
RPASS2,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:1914,/Users/j.harris/code/cruisin-usa/RACER.ASM:1928,
RPASS3,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:1927,/Users/j.harris/code/cruisin-usa/RACER.ASM:1934,
RPASS4,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:1950,/Users/j.harris/code/cruisin-usa/RACER.ASM:1955,
RRSTART_FLATBED,2,/Users/j.harris/code/cruisin-usa/GLOBALS.EQU:561,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:2421,
RS0,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:506,/Users/j.harris/code/cruisin-usa/COLLA.ASM:590,
RS2,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:520,/Users/j.harris/code/cruisin-usa/COLLA.ASM:533,
RS297,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:549,/Users/j.harris/code/cruisin-usa/COLLA.ASM:561,
RS299,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:563,/Users/j.harris/code/cruisin-usa/COLLA.ASM:572,
RS300,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:539,/Users/j.harris/code/cruisin-usa/COLLA.ASM:576,
RS3LP,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:537,/Users/j.harris/code/cruisin-usa/COLLA.ASM:584,
RS_X,2,/Users/j.harris/code/cruisin-usa/SND.ASM:61,/Users/j.harris/code/cruisin-usa/SND.ASM:185,
RTU31,2,/Users/j.harris/code/cruisin-usa/MEMTEST.ASM:187,/Users/j.harris/code/cruisin-usa/MEMTEST.ASM:189,
RUNOV0,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1634,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1642,
RUNOV00,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1641,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1648,
RV1,2,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:582,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:615,
RV1A,2,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:585,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:595,
RV1B,2,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:602,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:604,
S00,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:1508,/Users/j.harris/code/cruisin-usa/RACER.ASM:1528,
S1,2,/Users/j.harris/code/cruisin-usa/VANTAB.INC:12,/Users/j.harris/code/cruisin-usa/VANTAB.INC:19,
SAVED_COUNTDOWN,2,/Users/j.harris/code/cruisin-usa/BONUS.ASM:444,/Users/j.harris/code/cruisin-usa/BONUS.ASM:450,
SBT_LP,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1581,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1632,
sbus,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1990,/Users/j.harris/code/cruisin-usa/WAVE.ASM:795,
sbus_p,2,/Users/j.harris/code/cruisin-usa/WAVE.ASM:795,/Users/j.harris/code/cruisin-usa/WAVE.ASM:852,
SCROLLBTAB,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:31,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1706,
SCS,2,/Users/j.harris/code/cruisin-usa/COIN.ASM:693,/Users/j.harris/code/cruisin-usa/COIN.ASM:694,
SDASDFA,2,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3730,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3732,
sDELTA_LOOP,2,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:137,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:142,
SDS_LP,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:931,/Users/j.harris/code/cruisin-usa/DIAG.ASM:954,
SEC,2,/Users/j.harris/code/cruisin-usa/CMOS.ASM:668,/Users/j.harris/code/cruisin-usa/CMOS.ASM:669,
SECIDX,2,/Users/j.harris/code/cruisin-usa/HUD.ASM:474,/Users/j.harris/code/cruisin-usa/HUD.ASM:479,
SECOND_PERSON,2,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:1166,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:1215,
SEND_BUFFER_B,2,/Users/j.harris/code/cruisin-usa/COMM.EQU:133,/Users/j.harris/code/cruisin-usa/GLOBALS.EQU:186,
SEND_CP0,2,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:857,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:888,
SEND_FLY_XSFER,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2574,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2676,
set_frame,2,/Users/j.harris/code/cruisin-usa/FLAME.ASM:155,/Users/j.harris/code/cruisin-usa/FLAME.ASM:158,
SET_SLOT1,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:3334,/Users/j.harris/code/cruisin-usa/DIAG.ASM:3337,
