symbol,ref_count,example1,example2,example3
COLSCLP0,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2848,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2888,
COLSND,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3050,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3849,
COLSND1,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3869,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3875,
COLSNDX,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3880,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3889,
COMM_HOLDFORA2D,2,/Users/j.harris/code/cruisin-usa/COMM.ASM:211,/Users/j.harris/code/cruisin-usa/COMM.ASM:214,
COMM_MASTER_ERR_X,2,/Users/j.harris/code/cruisin-usa/COMM.ASM:607,/Users/j.harris/code/cruisin-usa/COMM.ASM:655,
COMM_SLAVE_ERR_X,2,/Users/j.harris/code/cruisin-usa/COMM.ASM:1139,/Users/j.harris/code/cruisin-usa/COMM.ASM:1181,
COMM_SLAVE_NREADY,2,/Users/j.harris/code/cruisin-usa/COMM.ASM:32,/Users/j.harris/code/cruisin-usa/COMM.ASM:39,
COMMDRNE_LP,2,/Users/j.harris/code/cruisin-usa/COMMDRNE.ASM:293,/Users/j.harris/code/cruisin-usa/COMMDRNE.ASM:309,
COMMQ_STATUS,2,/Users/j.harris/code/cruisin-usa/COMM.EQU:138,/Users/j.harris/code/cruisin-usa/GLOBALS.EQU:197,
CONSTANT,2,/Users/j.harris/code/cruisin-usa/MACS.EQU:60,/Users/j.harris/code/cruisin-usa/MACS.EQU:62,
CONT,2,/Users/j.harris/code/cruisin-usa/COMP.ASM:355,/Users/j.harris/code/cruisin-usa/COMP.ASM:361,
CONTIN,2,/Users/j.harris/code/cruisin-usa/DRONES.ASM:222,/Users/j.harris/code/cruisin-usa/DRONES.ASM:224,
copcar,2,/Users/j.harris/code/cruisin-usa/INTRO.ASM:2333,/Users/j.harris/code/cruisin-usa/WAVE.ASM:771,
copcar_p,2,/Users/j.harris/code/cruisin-usa/WAVE.ASM:771,/Users/j.harris/code/cruisin-usa/WAVE.ASM:836,
COPCARTAB,2,/Users/j.harris/code/cruisin-usa/WAVE.ASM:454,/Users/j.harris/code/cruisin-usa/WAVE.ASM:836,
CORNOBJ,2,/Users/j.harris/code/cruisin-usa/SETUPS.ASM:20,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:19,
COUNTDOWN_BUF,2,/Users/j.harris/code/cruisin-usa/HUD.ASM:28,/Users/j.harris/code/cruisin-usa/HUD.ASM:29,
COUNTRY_DEFAULTS,2,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:49,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:1575,
COUNTRY_DEFAULTS_END,2,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:52,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:1597,
COUNTRY_MENUTAB,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1963,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1966,
COUNTRY_TAB,2,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:48,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:1550,
COW_DIE,2,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:436,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:464,
COW_PARTS,2,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:37,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:601,
COW_SLEEP,2,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:460,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:462,
COW_WAIT,2,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:440,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:458,
CPBTT,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2971,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2977,
CPBTT2,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2972,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2978,
CPL_LP,2,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3734,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3750,
CPS,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:3309,/Users/j.harris/code/cruisin-usa/DIAG.ASM:3314,
CRL1,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2517,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2521,
CRLL,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2515,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2518,
CRLLOOP,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2466,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2507,
CRT_REG_SETUP_STR,2,/Users/j.harris/code/cruisin-usa/CUSA.ASM:1592,/Users/j.harris/code/cruisin-usa/CUSA.ASM:1594,
CRTCTLRAM,2,/Users/j.harris/code/cruisin-usa/GLOBALS.EQU:647,/Users/j.harris/code/cruisin-usa/UTIL.ASM:29,
CRUISE,2,/Users/j.harris/code/cruisin-usa/TRACKSEL.ASM:42,/Users/j.harris/code/cruisin-usa/TRACKSEL.ASM:342,
CRUISE2,2,/Users/j.harris/code/cruisin-usa/TRACKSEL.ASM:43,/Users/j.harris/code/cruisin-usa/TRACKSEL.ASM:820,
CRUISE3,2,/Users/j.harris/code/cruisin-usa/TRACKSEL.ASM:44,/Users/j.harris/code/cruisin-usa/TRACKSEL.ASM:828,
CRX,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:612,/Users/j.harris/code/cruisin-usa/COLLA.ASM:654,
CS1,2,/Users/j.harris/code/cruisin-usa/COMM.ASM:767,/Users/j.harris/code/cruisin-usa/COMM.ASM:770,
CS2,2,/Users/j.harris/code/cruisin-usa/COMM.ASM:772,/Users/j.harris/code/cruisin-usa/COMM.ASM:780,
CS20,2,/Users/j.harris/code/cruisin-usa/COMM.ASM:783,/Users/j.harris/code/cruisin-usa/COMM.ASM:788,
CS3,2,/Users/j.harris/code/cruisin-usa/COMM.ASM:816,/Users/j.harris/code/cruisin-usa/COMM.ASM:822,
CSERRORDEAD,2,/Users/j.harris/code/cruisin-usa/COMM.ASM:798,/Users/j.harris/code/cruisin-usa/COMM.ASM:1168,
CSPX,2,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:395,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:424,
CTELP,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:629,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:635,
CTEX,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:631,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:637,
CTLP,2,/Users/j.harris/code/cruisin-usa/TRANS.ASM:119,/Users/j.harris/code/cruisin-usa/TRANS.ASM:149,
CURBCKL,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2606,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2614,
CURBCKX,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2608,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2622,
CURBCOL,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2726,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2732,
CURBCOL1,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2793,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2795,
CURBCOL1A,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2802,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2965,
CURBCOL2,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2819,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2823,
CURBCOL2A,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2813,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2817,
CURBCOLP,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2715,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2728,
CURBSPIN1,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2840,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2842,
CURR_RCV_BUFFER,2,/Users/j.harris/code/cruisin-usa/COMM.EQU:137,/Users/j.harris/code/cruisin-usa/GLOBALS.EQU:198,
CUSTOM_COINSTR,2,/Users/j.harris/code/cruisin-usa/COIN.ASM:654,/Users/j.harris/code/cruisin-usa/COIN.ASM:655,
CUSTOM_COINTAB,2,/Users/j.harris/code/cruisin-usa/COIN.ASM:652,/Users/j.harris/code/cruisin-usa/COIN.ASM:653,
CUSTOM_NO,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:3308,/Users/j.harris/code/cruisin-usa/DIAG.ASM:3311,
CUSTOM_PRICING_MENU,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2175,/Users/j.harris/code/cruisin-usa/DIAG.ASM:3261,
cvette_p,2,/Users/j.harris/code/cruisin-usa/INTRO.ASM:2044,/Users/j.harris/code/cruisin-usa/WAVE.ASM:715,
cvettem,2,/Users/j.harris/code/cruisin-usa/INTRO.ASM:1252,/Users/j.harris/code/cruisin-usa/DRONES.ASM:1706,
CYCLEOUT,2,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3175,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3185,
CYCLP,2,/Users/j.harris/code/cruisin-usa/TRANS.ASM:1121,/Users/j.harris/code/cruisin-usa/TRANS.ASM:1132,
CYN_YES,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2810,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2815,
CYNLOOP,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2772,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2805,
d2copcar,2,/Users/j.harris/code/cruisin-usa/WAVE.ASM:771,/Users/j.harris/code/cruisin-usa/WAVE.ASM:836,
d2gtruck,2,/Users/j.harris/code/cruisin-usa/WAVE.ASM:747,/Users/j.harris/code/cruisin-usa/WAVE.ASM:844,
DADA5,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2275,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2288,
DAILY_HSTDI,2,/Users/j.harris/code/cruisin-usa/CMOS.EQU:307,/Users/j.harris/code/cruisin-usa/GLOBALS.EQU:95,
DAIRB,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1434,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1440,
DAS,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2488,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2494,
DBINSLP,2,/Users/j.harris/code/cruisin-usa/ROADBLCK.ASM:186,/Users/j.harris/code/cruisin-usa/ROADBLCK.ASM:258,
DBP_DIE,2,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:721,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:761,
DBP_DONE,2,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:754,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:758,
DBP_LP,2,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:751,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:757,
DBSLP,2,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:1319,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:1325,
DBSX,2,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:1322,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:1326,
DC_FOUNTAIN_ANI,2,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:1528,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:1529,
DC_M_NOP,2,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:487,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:497,
DC_MINIFOUNTAIN_ANI,2,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:1512,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:1513,
dcopcar,2,/Users/j.harris/code/cruisin-usa/WAVE.ASM:771,/Users/j.harris/code/cruisin-usa/WAVE.ASM:836,
DCRKX,2,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:1290,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:1304,
DDF1,2,/Users/j.harris/code/cruisin-usa/BONUS.ASM:676,/Users/j.harris/code/cruisin-usa/BONUS.ASM:678,
DDYNA_CARAVAN,2,/Users/j.harris/code/cruisin-usa/WAVE.ASM:792,/Users/j.harris/code/cruisin-usa/WAVE.ASM:891,
DDYNA_CBUS,2,/Users/j.harris/code/cruisin-usa/WAVE.ASM:768,/Users/j.harris/code/cruisin-usa/WAVE.ASM:877,
DDYNA_COPCAR,2,/Users/j.harris/code/cruisin-usa/WAVE.ASM:776,/Users/j.harris/code/cruisin-usa/WAVE.ASM:883,
DDYNA_FTRUCK,2,/Users/j.harris/code/cruisin-usa/WAVE.ASM:760,/Users/j.harris/code/cruisin-usa/WAVE.ASM:873,
DDYNA_GTRUCK,2,/Users/j.harris/code/cruisin-usa/WAVE.ASM:752,/Users/j.harris/code/cruisin-usa/WAVE.ASM:868,
DDYNA_MUSCLE,2,/Users/j.harris/code/cruisin-usa/WAVE.ASM:784,/Users/j.harris/code/cruisin-usa/WAVE.ASM:887,
DDYNA_MUSTANG,2,/Users/j.harris/code/cruisin-usa/WAVE.ASM:816,/Users/j.harris/code/cruisin-usa/WAVE.ASM:903,
DDYNA_PTRUCKG,2,/Users/j.harris/code/cruisin-usa/WAVE.ASM:808,/Users/j.harris/code/cruisin-usa/WAVE.ASM:899,
DDYNA_SBUS,2,/Users/j.harris/code/cruisin-usa/WAVE.ASM:800,/Users/j.harris/code/cruisin-usa/WAVE.ASM:895,
DE1,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:467,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:470,
DEADCAR,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2515,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2600,
DEADLPA,2,/Users/j.harris/code/cruisin-usa/RROAD.ASM:901,/Users/j.harris/code/cruisin-usa/RROAD.ASM:912,
deal_LP,2,/Users/j.harris/code/cruisin-usa/HUD.ASM:548,/Users/j.harris/code/cruisin-usa/HUD.ASM:552,
deathvalley_PALETTES,2,/Users/j.harris/code/cruisin-usa/SETUPS.ASM:54,/Users/j.harris/code/cruisin-usa/SETUPS.ASM:558,
DEBSCL0,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1816,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1832,
DECLPX,2,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:118,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:137,
DECODE_BLOCK,2,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:161,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:162,
DECODE_LP,2,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:120,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:139,
DECODE_NULL,2,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:163,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:357,
DECODE_OM_TRACK,2,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:193,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:1310,
DECODE_STACK,2,/Users/j.harris/code/cruisin-usa/COMP.ASM:111,/Users/j.harris/code/cruisin-usa/COMP.ASM:115,
DECODEL1i,2,/Users/j.harris/code/cruisin-usa/COMP.ASM:471,/Users/j.harris/code/cruisin-usa/COMP.ASM:481,
DECODEL3i,2,/Users/j.harris/code/cruisin-usa/COMP.ASM:472,/Users/j.harris/code/cruisin-usa/COMP.ASM:479,
DECOMPRESS_TOPLP,2,/Users/j.harris/code/cruisin-usa/COMP.ASM:335,/Users/j.harris/code/cruisin-usa/COMP.ASM:441,
DECRHOX,2,/Users/j.harris/code/cruisin-usa/RHO.ASM:825,/Users/j.harris/code/cruisin-usa/RHO.ASM:842,
DECRHOX2,2,/Users/j.harris/code/cruisin-usa/RHO.ASM:822,/Users/j.harris/code/cruisin-usa/RHO.ASM:839,
DEDX,2,/Users/j.harris/code/cruisin-usa/TRANS.ASM:685,/Users/j.harris/code/cruisin-usa/TRANS.ASM:692,
DEER_DIE,2,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:519,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:532,
DEER_PARTS,2,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:39,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:606,
DEERANI,2,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:475,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:478,
DEERANI_LOOP,2,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:521,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:531,
DEFAULT,2,/Users/j.harris/code/cruisin-usa/CMOS.ASM:146,/Users/j.harris/code/cruisin-usa/CMOS.ASM:149,
DEL_LLX,2,/Users/j.harris/code/cruisin-usa/UTIL.ASM:600,/Users/j.harris/code/cruisin-usa/UTIL.ASM:613,
DELTA_JOININ,2,/Users/j.harris/code/cruisin-usa/DRONES.ASM:836,/Users/j.harris/code/cruisin-usa/DRONES.ASM:890,
DELTA_LOOP_ENTRY,2,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:114,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:134,
DEMOTHANKS_LIST,2,/Users/j.harris/code/cruisin-usa/ATTRACTA.ASM:358,/Users/j.harris/code/cruisin-usa/ATTRACTA.ASM:365,
DFXX,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2713,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2763,
DHHW_LP,2,/Users/j.harris/code/cruisin-usa/BONUS.ASM:341,/Users/j.harris/code/cruisin-usa/BONUS.ASM:386,
DHS0,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2760,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2766,
DHS1,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2771,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2787,
DHSNEXT,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2686,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2699,
DHSNOBUT,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2681,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2687,
DHSWAIT,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2670,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2688,
DICT,2,/Users/j.harris/code/cruisin-usa/COMP.ASM:110,/Users/j.harris/code/cruisin-usa/COMP.ASM:114,
DIFFTAB,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:136,/Users/j.harris/code/cruisin-usa/RACER.ASM:137,
DIPLP,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:895,/Users/j.harris/code/cruisin-usa/DIAG.ASM:903,
DIPTMP,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:917,/Users/j.harris/code/cruisin-usa/DIAG.ASM:943,
DISPPRCX,2,/Users/j.harris/code/cruisin-usa/MPROC.ASM:224,/Users/j.harris/code/cruisin-usa/MPROC.ASM:255,
div_32,2,/Users/j.harris/code/cruisin-usa/ROUTS.ASM:192,/Users/j.harris/code/cruisin-usa/ROUTS.ASM:243,
div_32b,2,/Users/j.harris/code/cruisin-usa/ROUTS.ASM:291,/Users/j.harris/code/cruisin-usa/ROUTS.ASM:334,
DMOD1,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1062,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1175,
DMOD2,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1063,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1176,
DMT,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1257,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1261,
DN_CHK,2,/Users/j.harris/code/cruisin-usa/MEMTEST.ASM:493,/Users/j.harris/code/cruisin-usa/MEMTEST.ASM:519,
DN_PAGE,2,/Users/j.harris/code/cruisin-usa/CUSA.ASM:777,/Users/j.harris/code/cruisin-usa/CUSA.ASM:781,
DNDNL,2,/Users/j.harris/code/cruisin-usa/HUD.ASM:231,/Users/j.harris/code/cruisin-usa/HUD.ASM:239,
DNF,2,/Users/j.harris/code/cruisin-usa/MOTION.ASM:1463,/Users/j.harris/code/cruisin-usa/MOTION.ASM:1470,
DNFND,2,/Users/j.harris/code/cruisin-usa/LEG.ASM:237,/Users/j.harris/code/cruisin-usa/LEG.ASM:254,
DO_COINAGE,2,/Users/j.harris/code/cruisin-usa/COIN.ASM:784,/Users/j.harris/code/cruisin-usa/COIN.ASM:795,
DO_CREDITS,2,/Users/j.harris/code/cruisin-usa/COIN.ASM:976,/Users/j.harris/code/cruisin-usa/COIN.ASM:980,
DO_DEL,2,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:428,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:433,
DO_PLYR,2,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:219,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:224,
DO_SMOKE,2,/Users/j.harris/code/cruisin-usa/SMOKE.ASM:160,/Users/j.harris/code/cruisin-usa/SMOKE.ASM:177,
DODIAG,2,/Users/j.harris/code/cruisin-usa/CUSA.ASM:2042,/Users/j.harris/code/cruisin-usa/CUSA.ASM:2048,
DODIEXXX,2,/Users/j.harris/code/cruisin-usa/BONUS.ASM:343,/Users/j.harris/code/cruisin-usa/BONUS.ASM:388,
DOEXIT,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2793,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2808,
DOEXITDV,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:3156,/Users/j.harris/code/cruisin-usa/DIAG.ASM:3198,
DOLSX,2,/Users/j.harris/code/cruisin-usa/TRANS.ASM:437,/Users/j.harris/code/cruisin-usa/TRANS.ASM:460,
DOLX,2,/Users/j.harris/code/cruisin-usa/TRANS.ASM:506,/Users/j.harris/code/cruisin-usa/TRANS.ASM:572,
DOMUS,2,/Users/j.harris/code/cruisin-usa/ATTRACTA.ASM:55,/Users/j.harris/code/cruisin-usa/ATTRACTA.ASM:58,
DONEDSS,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:708,/Users/j.harris/code/cruisin-usa/DIAG.ASM:722,
DONTABORT,2,/Users/j.harris/code/cruisin-usa/RHO.ASM:339,/Users/j.harris/code/cruisin-usa/RHO.ASM:353,
DONTDEL,2,/Users/j.harris/code/cruisin-usa/SETUPS.ASM:28,/Users/j.harris/code/cruisin-usa/SETUPS.ASM:32,
DOREPEL,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1347,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1355,
DORUB,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:403,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:412,
DORUT_ANI,2,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:1723,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:1812,
DOTEST,2,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:1561,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:1567,
DOTHEMOVE,2,/Users/j.harris/code/cruisin-usa/CHOPPER.ASM:676,/Users/j.harris/code/cruisin-usa/CHOPPER.ASM:680,
DR1,2,/Users/j.harris/code/cruisin-usa/CUSA.ASM:302,/Users/j.harris/code/cruisin-usa/CUSA.ASM:308,
DRCOLSND,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3877,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3884,
DRKXX,2,/Users/j.harris/code/cruisin-usa/RHO.ASM:913,/Users/j.harris/code/cruisin-usa/RHO.ASM:923,
DRONELL,2,/Users/j.harris/code/cruisin-usa/COMMDRNE.ASM:399,/Users/j.harris/code/cruisin-usa/COMMDRNE.ASM:401,
DROPLP,2,/Users/j.harris/code/cruisin-usa/DRONES.ASM:1592,/Users/j.harris/code/cruisin-usa/DRONES.ASM:1682,
dsbus,2,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:1354,/Users/j.harris/code/cruisin-usa/WAVE.ASM:795,
DSL00,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1078,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1082,
DSL000,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1075,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1079,
DSL1,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1099,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1103,
DSL11,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1073,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1084,
DSLP,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1100,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1105,
DSLP1,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1074,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1086,
DSORTL1,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1043,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1057,
DSORTL1X,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1042,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1046,
DSORTL2,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1045,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1054,
DSORTX,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:976,/Users/j.harris/code/cruisin-usa/ROADBLCK.ASM:173,
DSORTXX,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:982,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1120,
DSPIN,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3656,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3668,
DSPIN0,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3690,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3694,
DSPIN1,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3680,/Users/j.harris/code/cruisin-usa/COLLA.ASM:3682,
DSPX,2,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:490,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:509,
DTLP,2,/Users/j.harris/code/cruisin-usa/ATTRACTA.ASM:381,/Users/j.harris/code/cruisin-usa/ATTRACTA.ASM:390,
DTOLP,2,/Users/j.harris/code/cruisin-usa/TRANS.ASM:417,/Users/j.harris/code/cruisin-usa/TRANS.ASM:424,
DYNALOOP,2,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:909,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:1117,
DYNALP,2,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:1006,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:1032,
DYNASHD,2,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:914,/Users/j.harris/code/cruisin-usa/DIRQ.ASM:1151,
DZSORTUP,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1049,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1064,
DZSORTUP1,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1068,/Users/j.harris/code/cruisin-usa/OBJ.ASM:1097,
