timestamp_utc	rom_path	labels_tsv	apply_py	rows_total	rows_code	rows_data	anchors	unresolved	dp0_marks	labels_emitted	promoted_aliases	seed_map	seed_entries	ida_lookup_map	ida_lookup_entries	address_map_entries
2026-06-12T00:01:45.672718+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/log/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/ida_label_import.py	6367	1575	2763	776	0	484	6367	1121	/Users/j.harris/code/cruisin-usa/tools/ida/seed-addresses.map	57		0	6367
2026-06-12T00:08:13.117176+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/log/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/ida_label_import.py	6367	1575	2763	776	0	484	6367	1121	/Users/j.harris/code/cruisin-usa/tools/ida/seed-addresses.map	57		0	6367
2026-06-12T00:17:00.411630+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/log/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/ida_label_import.py	6367	1575	2763	776	0	484	6367	1121	/Users/j.harris/code/cruisin-usa/tools/ida/seed-addresses.map	57		0	6367
2026-06-12T00:18:57.783181+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/log/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/ida_label_import.py	6367	1575	2763	776	0	484	6367	1121	/Users/j.harris/code/cruisin-usa/tools/ida/seed-addresses.map	57		0	6367
2026-06-12T00:23:27.306356+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/log/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/ida_label_import.py	6367	1575	2763	776	0	484	6367	1121	/Users/j.harris/code/cruisin-usa/tools/ida/seed-addresses.map	57		0	6367
2026-06-12T00:25:41.857892+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/log/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/ida_label_import.py	6367	1575	2763	776	0	484	6367	1121	/Users/j.harris/code/cruisin-usa/tools/ida/seed-addresses.map	57		0	6367
2026-06-12T01:37:19.985974+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/log/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/ida_label_import.py	6367	1575	2763	776	0	484	6367	1121	/Users/j.harris/code/cruisin-usa/tools/ida/seed-addresses.map	57		0	6367
2026-06-12T01:42:39.113298+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/log/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/ida_label_import.py	6367	1575	2763	776	0	484	6367	1121	/Users/j.harris/code/cruisin-usa/tools/ida/seed-addresses.map	57		0	6367
2026-06-12T01:46:13.163845+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/log/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/ida_label_import.py	6367	1575	2763	776	0	484	6367	1121	/Users/j.harris/code/cruisin-usa/tools/ida/seed-addresses.map	57		0	6367
2026-06-12T20:22:06.118180+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/log/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/ida_label_import.py	6367	1575	2763	776	0	484	6367	1121	/Users/j.harris/code/cruisin-usa/tools/ida/seed-addresses.map	57		0	6367
2026-06-12T20:23:07.674894+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/log/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/ida_label_import.py	6367	1575	2763	776	0	484	6367	1121	/Users/j.harris/code/cruisin-usa/tools/ida/seed-addresses.map	57		0	6367
2026-06-12T20:24:01.946053+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/log/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/ida_label_import.py	6367	1576	2763	776	1	484	6367	1121	/Users/j.harris/code/cruisin-usa/tools/ida/seed-addresses.map	57		0	6367
2026-06-12T20:39:50.111801+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/log/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/ida_label_import.py	6367	1575	2763	776	0	484	6367	1121	/Users/j.harris/code/cruisin-usa/tools/ida/seed-addresses.map	57		0	6367
2026-06-14T18:10:28.691306+00:00	/Users/j.harris/Downloads/carma/cruisin/crusnusa45_maindata_interleaved_bswap32.bin.lst	/Users/j.harris/code/cruisin-usa/tools/ida/log/romlst_labels.tsv	/Users/j.harris/code/cruisin-usa/tools/ida/ida_label_import.py	6367	1575	2763	776	0	484	6367	1121	/Users/j.harris/code/cruisin-usa/tools/ida/seed-addresses.map	57		0	6367
